time         ,iter.    ,bestScore,live    ,dead
1342299159092,        0,        0,       0,       0
1342299159292,    69666,       60,    1390,   10857
1342299159492,   116628,       60,    1715,   17348
1342299159746,   177548,       60,    2165,   24606
1342299159948,   247301,       60,    2619,   32553
1342299160148,   293708,       60,    2600,   38447
1342299160353,   362868,       60,    2576,   46989
1342299160553,   411204,       60,    2589,   51563
1342299160838,   472032,       60,    2331,   56858
1342299161038,   536268,       60,    2168,   63375
1342299161244,   571907,       60,    2128,   66348
1342299161486,   648898,       60,    2213,   71773
1342299161686,   685701,       60,    2191,   74251
1342299161886,   745216,       60,    2163,   78741
1342299162086,   791333,       60,    2190,   82137
1342299162289,   860063,       60,    2153,   86634
1342299162489,   909798,       60,    2499,   89686
1342299162715,   962868,       60,    2368,   93244
1342299162920,  1024213,       60,    2246,   96310
1342299163126,  1056394,       60,    2180,   98124
1342299163326,  1122620,       60,    2188,  101780
1342299163526,  1168973,       60,    2162,  105165
1342299163726,  1238395,       60,    2228,  108872
1342299163926,  1285270,       60,    2197,  111366
1342299164126,  1337515,       60,    1775,  114995
