time         ,iter.    ,bestScore,live    ,dead
1342348953072,        0,        0,       1,      -1
1342348953272,    58821,        0,      77,    1299
1342348953472,   127146,        0,      85,    1603
1342348953672,   184845,        0,     127,    2393
1342348953877,   256643,        0,     124,    2786
1342348954077,   319240,        0,     117,    2906
1342348954277,   385617,        0,     171,    3943
1342348954477,   448755,        0,     126,    4430
1342348954677,   514082,        0,     166,    4513
1342348954877,   576665,        0,     122,    4576
1342348955078,   642371,        0,     150,    4589
1342348955278,   705484,        0,     134,    4694
1342348955478,   772294,        0,     166,    6186
1342348955678,   830765,        0,     164,    6480
1342348955878,   899440,        0,     178,    7204
1342348956078,   958818,        0,     191,    7272
1342348956278,  1025114,        0,     152,    7341
1342348956478,  1084832,        0,     160,    7334
1342348956678,  1151931,        0,     187,    7364
1342348956878,  1210518,        0,     143,    7419
1342348957078,  1275000,        0,     137,    7454
1342348957285,  1335607,        0,     172,    7430
1342348957485,  1402549,        0,     153,    7449
1342348957695,  1468574,        0,     188,    7414
1342348957896,  1538382,        0,     165,    7624
1342348958108,  1604112,        0,     142,    7647
1342348958309,  1672224,        0,     174,    7615
1342348958524,  1739424,        0,     172,    7622
1342348958724,  1807600,        0,     150,    7665
1342348958946,  1875001,        0,     162,    7653
1342348959146,  1942988,        0,     133,    7682
1342348959370,  2010220,        0,     183,    7632
1342348959570,  2077191,        0,     180,    7635
1342348959785,  2145324,        0,     151,    7669
1342348959991,  2215743,        0,     209,    7616
1342348960204,  2282161,        0,     299,    7686
1342348960405,  2341962,        0,     248,    8335
1342348960605,  2410219,        0,     308,    8664
1342348960809,  2476834,        0,     246,    8789
1342348961009,  2545352,        0,     269,    8769
1342348961217,  2610128,        0,     211,    8877
1342348961417,  2680132,        0,     237,    9616
1342348961617,  2735882,        0,     241,   10048
1342348961819,  2802887,        0,     228,   10325
1342348962019,  2863403,        0,     278,   10432
1342348962219,  2931287,        0,     228,   10484
1342348962419,  2990922,        0,     231,   11149
1342348962619,  3056935,        0,     237,   11317
1342348962833,  3111483,        0,     218,   11348
1342348963033,  3179740,        0,     163,   11472
1342348963233,  3246556,        0,     182,   11452
1342348963433,  3303295,        0,     182,   11453
1342348963633,  3370108,        0,     193,   11496
1342348963833,  3426733,        0,     165,   11525
1342348964035,  3491718,        0,     197,   11493
1342348964236,  3548496,        0,     184,   11505
1342348964436,  3614236,        0,     197,   11493
1342348964636,  3674757,        0,     187,   11607
1342348964836,  3743181,        0,     292,   11536
1342348965036,  3800383,        0,     189,   11682
1342348965236,  3867184,        0,     239,   11789
1342348965456,  3930739,        0,     240,   11806
1342348965658,  3998246,        0,     234,   11822
1342348965871,  4063395,        0,     214,   12448
1342348966071,  4129123,        0,     223,   12858
1342348966299,  4198347,        0,     215,   13427
1342348966499,  4267183,        0,     260,   13512
1342348966728,  4332208,        0,     215,   13566
1342348966928,  4397335,        0,     244,   13600
1342348967128,  4461766,        0,     510,   13995
1342348967328,  4518550,        0,     363,   14411
1342348967528,  4586209,        0,     355,   14631
1342348967732,  4632585,        0,     399,   14865
1342348967932,  4698046,        0,     366,   14911
1342348968132,  4733977,        0,     307,   15014
