time         ,iter.    ,bestScore,live    ,dead
1342298843809,       24,       47,      15,       1
1342298844009,    38564,       77,    6970,    3059
1342298844268,    84929,       84,   14723,    5056
1342298844475,   139080,       84,   22920,    8079
1342298844712,   170711,       84,   27189,    9751
1342298844912,   224734,       84,   34676,   11834
1342298845540,   257729,       84,   39415,   12751
1342298845740,   313857,       86,   46939,   14467
1342298845956,   359974,       86,   52964,   16152
1342298846156,   413348,       86,   59482,   18309
1342298846356,   444153,       86,   63531,   18715
1342298846556,   498741,       86,   70560,   19838
1342298846756,   530448,       86,   74537,   20756
1342298846957,   584915,       86,   81205,   22055
1342298847157,   614835,       86,   84542,   22369
1342298847358,   670916,       86,   91044,   23138
1342298847558,   707423,       86,   95441,   24169
1342298847758,   747662,       86,   99887,   25810
1342298847978,   776392,       86,  103161,   26228
1342298848178,   829386,       86,  109235,   27111
1342298848413,   864648,       86,  113550,   28063
1342298848613,   917140,       86,  119399,   29302
1342298848846,   956450,       86,  123794,   30142
1342298849046,   956450,       86,  123794,   30142
