time         ,iter.    ,bestScore,live    ,dead
1342299103533,        0,        0,       1,      -1
1342299103772,    74512,      134,    1742,   20723
1342299103977,   148455,      134,    2186,   39362
1342299104177,   187111,      134,    2424,   48362
1342299104384,   267031,      134,    3306,   66456
1342299104584,   300748,      134,    3476,   73307
1342299104875,   369427,      134,    4511,   87847
1342299105077,   434513,      134,    5486,  102174
1342299105277,   465495,      134,    5716,  108717
1342299105477,   526940,      134,    6050,  121741
1342299105679,   561718,      134,    6043,  127610
1342299105968,   623860,      134,    6098,  140961
1342299106169,   691843,      134,    6095,  150956
1342299106369,   724735,      134,    6097,  158604
1342299106569,   788271,      134,    6091,  166671
1342299106770,   826379,      134,    6091,  173071
1342299107014,   881033,      134,    6119,  183798
1342299107214,   940090,      134,    6326,  192918
1342299107503,   967583,      134,    6414,  197583
1342299107703,  1033429,      134,    6753,  207753
1342299107911,  1070002,      134,    6975,  213149
1342299108112,  1134664,      134,    7373,  223427
1342299109134,  1145260,      134,    7392,  225080
1342299109334,  1145260,      134,    7392,  225080
