time         ,iter.    ,bestScore,live    ,dead
1342298084527,        0,        0,       0,       0
1342298084932,    18082,       65,    2345,    1681
1342298085132,    24371,       65,    3108,    2238
1342298085332,    32668,       65,    4066,    2848
1342298085532,    50191,       65,    5892,    4149
1342298085732,    65764,       65,    7482,    5000
1342298085936,    83699,       65,    9349,    5854
1342298086227,    89925,       65,    9947,    6042
1342298086427,    94064,       65,   10341,    6239
1342298086627,   106779,       65,   11646,    6621
1342298086827,   125394,       65,   13642,    7203
1342298087027,   142259,       65,   15416,    7945
1342298087227,   158730,       65,   16924,    8244
1342298087482,   163392,       65,   17339,    8323
1342298087682,   169734,       65,   17999,    8535
1342298087882,   179338,       65,   18895,    8566
1342298088082,   198852,       65,   20711,    8993
1342298088290,   219581,       65,   22810,    8798
1342298088687,   237681,       65,   24701,    8954
1342298088887,   246676,       65,   25494,    9123
1342298089088,   262508,       65,   26968,    9296
1342298089300,   283310,       65,   28856,    9084
1342298089500,   299788,       65,   30463,    9107
1342298091851,   315186,       65,   32044,    9102
1342298092051,   320498,       65,   32548,    9140
1342298092253,   331022,       65,   33538,    9083
1342298092457,   349690,       65,   35446,    8999
1342298092657,   365272,       65,   36861,    8877
1342298092857,   385869,       65,   38911,    8676
1342298095256,   389034,       65,   39207,    8589
1342298095461,   389034,       65,   39207,    8589
