time         ,iter.    ,bestScore,live    ,dead
1342299046979,        0,        0,       1,      -1
1342299047358,    27359,      209,     780,    2444
1342299047558,    97733,      209,    1076,    6895
1342299047758,   162140,      209,    1347,   10437
1342299047958,   209653,      209,    1515,   14387
1342299048158,   259258,      209,    1608,   17752
1342299048358,   310355,      209,    1314,   20826
1342299048558,   371991,      209,    1242,   23851
1342299048758,   419550,      209,    1300,   26911
1342299048958,   482356,      209,    1202,   29011
1342299049170,   539292,      209,     845,   30658
1342299049370,   569403,      209,       0,   31785
