time         ,iter.    ,bestScore,live    ,dead
1342299147153,     3880,       44,     519,     178
1342299147353,    63658,       44,    5852,     772
1342299147553,   150252,       44,   12047,    -927
1342299147753,   209801,       44,   15576,   -2481
1342299147960,   298832,       44,   21038,   -5261
1342299148163,   365000,       44,   25356,   -8051
1342299148416,   443086,       44,   29999,  -11143
1342299148617,   528360,       44,   35716,  -15734
1342299148819,   578702,       44,   39089,  -18194
1342299149045,   676184,       44,   45321,  -23209
1342299149245,   735847,       44,   49359,  -26772
1342299149445,   820466,       44,   54867,  -31582
1342299149645,   883809,       44,   59139,  -35359
1342299149845,   948476,       44,   63406,  -39038
1342299150050,   997383,       44,   66510,  -41849
1342299150251,  1079890,       44,   71978,  -46739
1342299150452,  1137237,       44,   76657,  -50991
1342299150652,  1219244,       44,   83748,  -57587
1342299150859,  1283150,       44,   87845,  -61309
1342299151059,  1365963,       44,   92894,  -65835
1342299151259,  1427547,       44,   97189,  -69974
1342299151459,  1511261,       44,  103290,  -75688
1342299151659,  1566591,       44,  107707,  -79935
1342299151859,  1649876,       44,  113438,  -85421
1342299152059,  1691673,       44,  115652,  -87467
1342299152259,  1723837,       44,  117606,  -89345
