time         ,iter.    ,bestScore,live    ,dead
1342299199499,        0,        0,       1,      -1
1342299199700,    45000,      184,    3640,     636
1342299199900,   100536,      184,    6355,    2552
1342299200100,   144582,      184,    8231,    3966
1342299200300,   201537,      184,   10480,    5438
1342299200500,   247524,      184,   11796,    7080
1342299200700,   303488,      185,   13436,    8681
1342299200900,   351145,      185,   15105,   10151
1342299201130,   401443,      185,   16614,   10856
1342299201330,   459000,      185,   17607,   13025
1342299201532,   500000,      185,   18399,   14191
1342299201732,   553969,      190,   19020,   16475
1342299201936,   598301,      190,   19433,   17953
1342299202136,   653993,      190,   19745,   20491
1342299202336,   702271,      190,   20085,   21982
1342299202537,   750677,      190,   20075,   23169
1342299202737,   798745,      190,   20102,   24972
1342299202959,   852342,      190,   20161,   26593
1342299203163,   913337,      190,   20292,   28059
1342299203363,   958387,      190,   20797,   28578
1342299203563,  1015195,      190,   21205,   30315
1342299203765,  1056556,      190,   21439,   31433
1342299203965,  1111179,      190,   21496,   33459
1342299204165,  1160160,      190,   21531,   34601
1342299204371,  1218550,      190,   21682,   36179
1342299204571,  1241700,      190,   22062,   36585
