time         ,iter.    ,bestScore,live    ,dead
1342298129063,      278,       23,      53,      34
1342298129263,    12744,      135,    1858,    2049
1342298129562,    20142,      135,    2064,    3933
1342298132404,    26756,      135,    2161,    5536
1342298132604,    30794,      135,    2321,    6449
1342298132811,    33289,      135,    2326,    7018
1342298133014,    41520,      135,    2422,    9217
1342298133214,    52445,      135,    2708,   11680
1342298136385,    57558,      135,    2831,   12796
1342298136585,    62283,      135,    2823,   13735
1342298136786,    71052,      135,    2826,   15886
1342298136986,    83661,      135,    3134,   18510
1342298139588,    87552,      135,    3169,   19514
