time         ,iter.    ,bestScore,live    ,dead
1342345692089,        0,        0,       1,      -1
1342345692289,    45613,       40,    1386,    5669
1342345692489,   102638,       85,    1465,   10268
1342345692749,   159023,       85,    1832,   13729
1342345692949,   215525,       85,    2680,   15410
1342345693201,   267096,       87,    3252,   16402
1342345693401,   325197,       87,    3322,   18251
1342345693650,   377163,       91,    3696,   20835
1342345693850,   432505,       91,    3512,   22729
1342345694096,   480397,       91,    3777,   23608
1342345694297,   536991,       93,    4477,   26603
1342345694534,   582787,       95,    4416,   27021
1342345694734,   636680,       95,    4688,   28509
1342345694982,   678808,       95,    4913,   28908
1342345695182,   735410,       95,    5640,   31527
1342345695413,   773414,       95,    6214,   31454
1342345695613,   830782,       95,    6231,   33028
1342345695821,   863771,       95,    6069,   34062
1342345696021,   919445,       97,    6504,   35018
1342345696222,   951161,       97,    6997,   34957
1342345696422,  1006209,       97,    7099,   35414
1342345696622,  1038237,       97,    7073,   36628
1342345696822,  1095423,       97,    6755,   37539
1342345697022,  1128562,       97,    7151,   38471
1342345697223,  1182599,       97,    7777,   42140
1342345697423,  1213590,       97,    8086,   43906
1342345697728,  1271568,       97,    8801,   46556
1342345697928,  1328428,       97,    9539,   47627
1342345698128,  1358201,       97,   10111,   47509
1342345698328,  1415000,       97,   10950,   48687
1342345698974,  1422808,       97,   11052,   48832
1342345699174,  1481399,       99,   10865,   49747
1342345699374,  1525866,       99,   11514,   50077
1342345699610,  1577329,       99,   12296,   51386
1342345699810,  1632317,       99,   12805,   51631
1342345700010,  1675909,       99,   13590,   51694
1342345700242,  1731519,       99,   14668,   51034
1342345700442,  1786675,       99,   15521,   51182
1342345700642,  1831299,       99,   16353,   51926
1342345700871,  1887028,       99,   17311,   51687
1342345701072,  1942767,       99,   17911,   51721
1342345701272,  1990012,       99,   18515,   51404
1342345701511,  2051121,       99,   18871,   51137
1342345701711,  2106116,       99,   19560,   50851
1342345701911,  2155540,       99,   20016,   50580
1342345702111,  2212658,       99,   20517,   50152
1342345702311,  2258549,       99,   20887,   49827
1342345702511,  2303394,       99,   21428,   49503
1342345702716,  2359540,      100,   22422,   48628
1342345702916,  2403205,      101,   22906,   49468
1342345703118,  2459439,      101,   22796,   51407
1342345703321,  2499842,      101,   22682,   51619
1342345703521,  2554145,      101,   23411,   50953
1342345703721,  2598670,      101,   23627,   50865
1342345703974,  2654413,      101,   24128,   50853
1342345704181,  2712807,      101,   24821,   50169
1342345704381,  2753197,      101,   25790,   49212
1342345704581,  2808967,      101,   26154,   48848
1342345704781,  2850938,      101,   26829,   48175
1342345704981,  2908185,      101,   27403,   47752
1342345705181,  2950282,      101,   27925,   47262
1342345705381,  3006727,      101,   28593,   46645
1342345705581,  3050687,      101,   29038,   46225
1342345705781,  3106095,      101,   29965,   45398
1342345705981,  3153647,      101,   30389,   45009
1342345706181,  3211900,      101,   30734,   44760
1342345706387,  3261311,      101,   31067,   44448
1342345706629,  3319866,      101,   31748,   43893
1342345706829,  3377103,      101,   31961,   43828
1342345707029,  3426818,      101,   32508,   43473
1342345707229,  3443792,      101,   32746,   43235
