time         ,iter.    ,bestScore,live    ,dead
1342295124326,        0,        0,       0,       0
1342295124527,    36208,       21,    4688,    -104
1342295124727,    58477,       21,    7182,   -1037
1342295127402,    87024,       21,   10234,   -2250
1342295127610,   160880,       21,   17678,   -6437
1342295130159,   169155,       21,   18683,   -6919
1342295130359,   215545,       21,   23364,   -9703
1342295132831,   250198,       21,   26882,  -11957
1342295136212,   319892,       21,   33701,  -16681
1342295136412,   319892,       21,   33701,  -16681
