time         ,iter.    ,bestScore,live    ,dead
1342345836324,        0,        0,       1,      -1
1342345836525,    53164,      350,    3417,   13602
1342345836735,    92141,      350,    5073,   22250
1342345836935,   149765,      350,    6652,   34574
1342345837135,   174664,      350,    8205,   38656
1342345837335,   228882,      350,   10213,   49064
1342345837547,   248690,      350,   10822,   52197
1342345837747,   306465,      350,   12366,   63448
1342345837947,   325192,      350,   12421,   67116
1342345838300,   379942,      350,   12423,   79430
1342345838630,   424709,      350,   12638,   87077
1342345838978,   469943,      350,   12860,   94567
1342345839305,   513512,      350,   13302,  100336
1342345839648,   556832,      350,   13969,  108465
1342345839993,   600437,      350,   14102,  117472
1342345840313,   643099,      350,   15015,  122965
1342345840618,   683864,      350,   16580,  127748
1342345840900,   725109,      350,   17967,  131688
1342345841173,   765809,      350,   19515,  136537
1342345841422,   807928,      350,   20492,  143180
1342345841672,   851951,      350,   20551,  150348
1342345841882,   895001,      350,   20957,  156620
1342345842094,   938530,      350,   21430,  161605
1342345842434,   981259,      350,   22117,  168199
1342345842692,  1023314,      350,   22886,  173446
1342345843004,  1063388,      350,   24183,  177874
1342345843204,  1092157,      350,   24774,  181112
1342345843404,  1109454,      350,   24782,  183593
1342345843694,  1149724,      350,   24966,  190169
1342345843894,  1190436,      350,   25864,  196002
1342345844097,  1203404,      350,   26102,  197474
1342345844297,  1227885,      350,   26696,  200128
1342345869050,  1234270,      350,   26848,  200943
1342348857067,  1234270,      350,   26848,  200943
