time         ,iter.    ,bestScore,live    ,dead
1342299082338,        0,        0,       1,      -1
1342299082538,    31082,      414,    6149,    2867
1342299082738,    81721,      424,    8494,   13091
1342299082938,   110810,      424,    9548,   18982
1342299083138,   162390,      424,   11644,   28856
1342299083338,   188383,      424,   12373,   34191
1342299083539,   235336,      424,   13331,   43673
1342299083739,   258882,      424,   13899,   48100
1342299083939,   306655,      424,   15411,   56314
1342299084139,   333073,      424,   16007,   61435
1342299084339,   381688,      424,   16515,   70386
1342299084539,   410763,      433,   16413,   75356
1342299084740,   452297,      433,   15691,   84030
1342299084940,   473888,      433,   15828,   87255
1342299085140,   520919,      433,   15971,   95949
1342299086092,   547655,      433,   16204,  100577
1342299086292,   587030,      433,   16227,  106614
1342299086507,   620170,      433,   16786,  112454
1342299086707,   667315,      433,   17109,  119650
1342299086913,   695596,      433,   17207,  124783
1342299087113,   741534,      433,   17213,  130213
1342299087343,   771165,      433,   17205,  133217
1342299087544,   771165,      433,   17205,  133217
