time         ,iter.    ,bestScore,live    ,dead
1342345656254,      401,      203,      25,     147
1342345656454,    57785,      207,     717,   11447
1342345656655,   103308,      207,     787,   17912
1342345656860,   143852,      207,     748,   22332
1342345657063,   195883,      207,     944,   28468
1342345657263,   239238,      207,     784,   33014
1342345657497,   291004,      207,     787,   36110
1342345657697,   352726,      207,     182,   38971
1342345657897,   399547,      207,      81,   42332
1342345658098,   447893,      207,      63,   45904
1342345658351,   503112,      207,      72,   50792
1342345658551,   556784,      209,      32,   51924
1342345658751,   573069,      209,       0,   51956
