time         ,iter.    ,bestScore,live    ,dead
1342298813571,        0,        0,       0,       0
1342298813771,    53903,       19,    8846,    4094
1342298813971,   121911,       19,   19166,    5411
1342298814203,   171998,       19,   26925,    5524
1342298814403,   240032,       19,   36979,    4248
1342298814654,   294359,       19,   45354,    1951
1342298814854,   359949,       19,   55050,    -781
1342298815124,   412411,       19,   62835,   -4244
1342298815324,   479376,       19,   72393,   -7843
1342298816033,   531685,       19,   79676,  -11642
1342298816233,   600905,       19,   89922,  -16962
1342298816447,   649305,       19,   97782,  -21303
1342298816647,   717194,       19,  109114,  -28118
1342298816911,   767378,       19,  116353,  -32023
1342298817111,   835498,       19,  126700,  -38184
1342298817369,   884716,       19,  133831,  -42431
1342298817569,   952359,       19,  142965,  -48594
1342298817823,  1002621,       19,  150192,  -52048
1342298818023,  1066789,       19,  159111,  -57493
1342298818297,  1120090,       19,  166719,  -62579
1342298818497,  1188468,       19,  176359,  -68749
1342298818698,  1212593,       19,  179677,  -70787
