time         ,iter.    ,bestScore,live    ,dead
1342295112420,        0,        0,       1,      -1
1342295112624,    62315,       22,   11278,   -1032
1342295114852,   112527,       22,   19925,   -4129
1342295115053,   174442,       22,   30523,   -8880
1342295115270,   197060,       22,   34231,  -10712
1342295118202,   209212,       22,   36081,  -11633
1342295118402,   271914,       22,   46100,  -16649
1342295121351,   308457,       22,   52069,  -20132
1342295121554,   355561,       22,   59748,  -24596
1342295124121,   394362,       22,   65922,  -28191
1342295124324,   394362,       22,   65922,  -28191
