time         ,iter.    ,bestScore,live    ,dead
1342298823957,        0,        0,       1,      -1
1342298824157,    33717,      208,    3148,    6737
1342298824357,    95898,      208,    5180,   19853
1342298824557,   131346,      208,    6660,   26195
1342298824757,   197243,      208,    8989,   37730
1342298824957,   229720,      208,   10293,   42584
1342298825157,   290053,      208,   12317,   52204
1342298825361,   316801,      208,   12890,   56664
1342298825561,   376499,      210,   13725,   66635
1342298825785,   411355,      210,   13662,   71667
1342298825985,   462662,      210,   13621,   80203
1342298826256,   502168,      210,   13502,   87244
1342298826456,   562893,      210,   13464,   96679
1342298826668,   595465,      210,   13359,  102773
1342298826870,   657637,      210,   13632,  111919
1342298827078,   691060,      210,   13709,  116788
1342298827278,   752146,      210,   13557,  126081
1342298828150,   786696,      210,   13307,  131739
1342298828350,   851262,      210,   13209,  140484
1342298828550,   900988,      210,   13221,  147337
1342298828750,   966400,      210,   13170,  156708
1342298828950,  1000391,      210,   13070,  160639
1342298829151,  1001906,      210,   13074,  160733
