time         ,iter.    ,bestScore,live    ,dead
1342299030589,        0,        0,       0,       0
1342299030843,    61029,       65,   10553,    1053
1342299031043,   133723,       65,   21051,     554
1342299031259,   174788,       65,   26759,    -101
1342299031459,   249505,       65,   36571,   -2139
1342299031663,   288691,       65,   41582,   -3501
1342299031863,   362529,       65,   50854,   -6205
1342299032064,   407010,       65,   56356,   -8178
1342299032264,   476353,       65,   65106,  -12152
1342299032496,   518521,       65,   70189,  -14498
1342299032696,   594223,       65,   79721,  -18786
1342299032899,   632972,       65,   84468,  -21257
1342299033100,   709293,       65,   93554,  -26112
1342299033316,   747252,       65,   98291,  -29078
1342299033516,   819464,       65,  106757,  -33868
1342299033716,   863843,       65,  112013,  -36898
1342299033921,   938808,       65,  121045,  -42006
1342299034778,   979829,       65,  125643,  -44871
1342299034978,  1054452,       65,  134464,  -50688
1342299035178,  1105174,       65,  140298,  -54334
1342299035378,  1168277,       65,  148230,  -59207
1342299035615,  1213818,       65,  154017,  -63153
1342299035815,  1213818,       65,  154017,  -63153
