time         ,iter.    ,bestScore,live    ,dead
1342298957630,        0,        0,       1,      -1
1342298957830,    44776,       44,    3924,    3690
1342298958030,   112617,       44,    9092,    8433
1342298958231,   154763,       44,   12180,   11603
1342298958431,   218598,       44,   16860,   15635
1342298958631,   260360,       44,   19802,   18032
1342298958831,   329567,       44,   23954,   22458
1342298959034,   370883,       44,   26482,   25222
1342298959317,   439783,       44,   30098,   29449
1342298959517,   512866,       44,   34403,   33096
1342298959717,   556162,       44,   36834,   36066
1342298959928,   634007,       44,   40672,   40488
1342298960142,   680165,       44,   42897,   43332
1342298960342,   753248,       44,   46313,   48244
1342298960542,   789942,       44,   47978,   50327
1342298960742,   862837,       44,   51444,   54223
1342298960942,   896793,       44,   53193,   55754
1342298961145,   970000,       44,   56554,   59618
1342298961345,  1008355,       44,   58016,   61671
1342298961638,  1080230,       44,   61577,   65734
1342298961838,  1155866,       44,   65112,   69869
1342298962042,  1195897,       44,   67035,   71850
1342298962242,  1271221,       44,   70239,   75937
1342298962442,  1309502,       44,   71713,   78121
1342298962642,  1377561,       44,   74406,   81761
