time         ,iter.    ,bestScore,live    ,dead
1342345550108,        0,        0,       1,      -1
1342345550308,    44340,       24,     221,    4536
1342345550508,   103217,       24,     272,    7419
1342345550708,   152517,       24,     284,    8911
1342345550908,   210242,       24,     347,   12057
1342345551109,   262003,       24,     283,   14653
1342345551315,   321595,       24,     498,   15738
1342345551525,   373652,       24,     357,   17308
1342345551726,   433863,       24,     383,   18018
1342345551927,   484305,       24,     399,   18262
1342345552127,   542867,       24,     331,   18921
1342345552327,   593379,       24,     447,   18951
1342345552527,   653090,       24,     381,   19174
1342345552727,   703133,       24,     305,   19464
1342345552959,   763270,       24,     205,   20331
1342345553159,   823260,       24,     264,   23574
1342345553368,   870486,       24,     305,   24562
1342345553568,   929686,       24,     272,   24957
1342345553770,   978224,       24,     280,   26279
1342345553970,  1039408,       24,     321,   27715
1342345554212,  1085174,       24,     312,   28220
1342345554412,  1145742,       24,     333,   28557
1342345554612,  1193076,       24,     298,   28811
1342345554812,  1252781,       24,     284,   29000
1342345555012,  1299727,       24,     313,   28972
1342345555212,  1360422,       24,     273,   29015
1342345555412,  1405370,       24,     354,   28965
1342345555612,  1466600,       24,     383,   28953
1342345555820,  1516770,       24,     321,   29015
1342345556020,  1576540,       24,     361,   28994
1342345556221,  1621965,       24,     342,   29013
1342345556421,  1681301,       24,     330,   29026
1342345556621,  1726733,       24,     293,   29128
1342345556821,  1788855,       24,     338,   29083
1342345557021,  1834592,       24,     325,   29096
1342345557221,  1890569,       24,     297,   29124
1342345557421,  1936787,       24,     131,   29294
1342345557621,  1994169,       24,     282,   32686
1342345557821,  2035000,       24,     329,   34108
1342345558021,  2094272,       24,     353,   37445
1342345558221,  2133980,       24,     257,   38171
1342345558421,  2192798,       24,     200,   38781
1342345558622,  2235249,       24,     372,   38710
1342345558884,  2295120,       24,     263,   38916
1342345559084,  2354952,       24,     276,   41078
1342345559284,  2392311,       24,     336,   42878
1342345559484,  2446928,       24,     358,   43560
1342345559684,  2484289,       24,     343,   44315
1342345559884,  2543889,       24,     418,   46885
1342345560084,  2580672,       24,     406,   47497
1342345560284,  2642093,       24,     384,   47681
1342345560485,  2677785,       24,     421,   47808
1342345560685,  2739321,       24,     358,   47983
1342345560885,  2782647,       24,     322,   48141
1342345561150,  2842492,       24,     221,   49272
1342345561350,  2902453,       24,     377,   52052
1342345561553,  2947292,       24,     413,   52609
1342345561753,  3008034,       24,     427,   53144
1342345561959,  3056562,       24,     425,   53362
1342345562187,  3112050,       24,     420,   54493
1342345562387,  3172966,       24,     475,   55739
1342345562589,  3219864,       24,     459,   56220
1342345562789,  3279489,       24,     461,   56356
1342345562989,  3330351,       24,     439,   56527
1342345563204,  3387696,       24,     394,   56592
1342345563404,  3448644,       24,     340,   56959
1342345563604,  3499746,       24,     327,   57028
1342345563804,  3559820,       24,     268,   57132
1342345564005,  3615989,       24,     162,   57424
1342345564207,  3668471,       24,     127,   57509
1342345564407,  3727447,       24,     115,   61330
1342345564607,  3773209,       24,     128,   61733
1342345564807,  3835136,       24,     128,   62801
1342345565007,  3882528,       24,     305,   66969
1342345565207,  3911792,       24,     295,   69824
