time         ,iter.    ,bestScore,live    ,dead
1342299152261,        0,        0,       0,       0
1342299152474,    73335,      121,    4204,    9500
1342299152674,    98933,      124,    4923,   12658
1342299152883,   164943,      125,    5798,   21929
1342299153083,   205931,      126,    6289,   28095
1342299153283,   271234,      126,    7617,   36732
1342299153483,   313275,      126,    8700,   41363
1342299153683,   378825,      126,    9364,   49537
1342299153883,   415532,      126,    9862,   53115
1342299154610,   477706,      126,   10643,   61198
1342299154810,   541209,      126,   11567,   69595
1342299155010,   593738,      126,   12441,   75910
1342299155225,   664325,      126,   12819,   83038
1342299155425,   704221,      126,   12965,   86743
1342299155625,   773886,      126,   13461,   93993
1342299155825,   802965,      126,   13679,   97611
1342299156025,   865526,      126,   13830,  106175
1342299156230,   911442,      126,   14113,  111330
1342299156477,   972361,      126,   14335,  117223
1342299156678,  1038187,      126,   14481,  124344
1342299156879,  1083912,      126,   14737,  129161
1342299157081,  1150000,      126,   15324,  136576
1342299157281,  1184118,      126,   15829,  139843
