time         ,iter.    ,bestScore,live    ,dead
1342345639729,        0,        0,       1,      -1
1342345639929,    57078,      280,    4559,   16055
1342345640140,    85566,      280,    6432,   23396
1342345640347,   151244,      280,    9077,   39378
1342345640577,   183683,      280,   10098,   47186
1342345640777,   247855,      280,   12208,   60738
1342345641019,   283959,      280,   13426,   68679
1342345641219,   347253,      280,   15714,   81199
1342345641478,   378372,      280,   16476,   86896
1342345641679,   446802,      280,   16811,  102113
1342345641912,   478285,      280,   16717,  109065
1342345642112,   540759,      280,   17491,  120456
1342345642345,   575698,      280,   17635,  126086
1342345642545,   641626,      280,   17779,  138218
1342345642770,   673872,      280,   17655,  145040
1342345642970,   741579,      280,   17409,  156699
1342345644020,   775428,      280,   17212,  162977
1342345644220,   842443,      280,   17326,  174372
1342345644458,   874939,      280,   17409,  179822
1342345644658,   941890,      280,   17596,  192313
1342345644869,   974032,      280,   17855,  198275
1342345645069,  1040641,      280,   17762,  208420
1342345645304,  1074364,      280,   17783,  214024
1342345645513,  1143840,      280,   17681,  226832
1342345645727,  1175543,      280,   17644,  231246
1342345645927,  1240784,      280,   17702,  241930
1342345646167,  1275826,      280,   17871,  248063
1342345646367,  1340718,      280,   18237,  257470
1342345646610,  1377036,      280,   18368,  263024
1342345646810,  1443658,      280,   18754,  271823
1342345647047,  1478492,      280,   19081,  275818
1342345647247,  1543307,      280,   19779,  283505
1342345647484,  1579720,      280,   19804,  288545
1342345647684,  1645000,      280,   19937,  298481
1342345647909,  1679068,      280,   19940,  303742
1342345648109,  1742720,      280,   20307,  312936
1342345648355,  1780965,      280,   20321,  318726
1342345648555,  1845514,      280,   20403,  327014
1342345650203,  1880438,      280,   21569,  329607
1342345650403,  1945120,      280,   22112,  338589
1342345650606,  1984743,      280,   22146,  344619
1342345650806,  2052360,      280,   22125,  352967
1342345651039,  2091656,      280,   22111,  357950
1342345651239,  2156535,      280,   22209,  365869
1342345651482,  2194015,      280,   22220,  370656
1342345651682,  2246535,      280,   22242,  377225
1342345652062,  2293836,      280,   22226,  384012
1342345652262,  2361660,      280,   22248,  392090
1342345652502,  2390530,      280,   22239,  395574
1342345652702,  2458269,      280,   21814,  402758
1342345652927,  2487854,      280,   21741,  405774
1342345653131,  2553250,      280,   21626,  414209
1342345653342,  2584074,      280,   22011,  416372
1342345653542,  2645944,      280,   23589,  422184
1342345653771,  2676865,      280,   23891,  424897
1342345653973,  2739988,      280,   25290,  430236
1342345656035,  2770846,      280,   25772,  433372
1342345656236,  2770846,      280,   25772,  433372
