time         ,iter.    ,bestScore,live    ,dead
1342299049608,        0,        0,       1,      -1
1342299049808,    62077,      135,     496,   12282
1342299050008,   108923,      135,     651,   20698
1342299050285,   167374,      135,     669,   30093
1342299050496,   225767,      135,     771,   39156
1342299050696,   259755,      135,     771,   44492
1342299050896,   315086,      135,     839,   52781
1342299051096,   348500,      135,     805,   56968
1342299051296,   400159,      135,     785,   64778
1342299051496,   437026,      135,     736,   69480
1342299051696,   494383,      135,     682,   75382
1342299051896,   529428,      135,     677,   79412
1342299052096,   587745,      135,     693,   86046
1342299052297,   627529,      135,     680,   90775
1342299052497,   679945,      135,     670,   96586
1342299052697,   709103,      135,     667,   99551
1342299052897,   771564,      135,     502,  106265
1342299053097,   794207,      135,     506,  108210
1342299053297,   849882,      135,     147,  114291
1342299053497,   856729,      135,       0,  115272
