time         ,iter.    ,bestScore,live    ,dead
1342298763105,       13,       46,      10,       0
1342298763339,    36062,       67,    6191,    2022
1342298763539,   112707,      192,   17112,    6176
1342298763739,   165540,      192,   23642,    9378
1342298763939,   242663,      198,   31904,   14288
1342298764139,   280114,      198,   34908,   17372
1342298764339,   359676,      198,   40951,   23080
1342298764539,   395649,      198,   43425,   26070
1342298764739,   474425,      198,   47823,   34776
1342298765293,   486542,      202,   48077,   36466
1342298765493,   562155,      202,   51988,   43870
1342298765702,   603917,      202,   53331,   48461
1342298765902,   681270,      202,   55513,   56166
1342298766102,   718706,      202,   56454,   60303
1342298766302,   792864,      202,   59238,   67683
1342298766502,   830183,      202,   60423,   71243
1342298766704,   906124,      202,   63083,   79313
1342298766905,   948502,      202,   63809,   84939
1342298767105,  1026062,      202,   65366,   93040
1342298767305,  1063830,      202,   67139,   94976
1342298767505,  1140000,      202,   70236,   99839
1342298767705,  1180653,      202,   71766,  103544
1342298768704,  1251717,      202,   74035,  110270
1342298768905,  1251717,      202,   74035,  110270
