time         ,iter.    ,bestScore,live    ,dead
1342298678560,        0,        0,       0,       0
1342298678761,    18350,      209,     681,    2358
1342298678961,    64369,      209,    1079,    6526
1342298679161,    93839,      209,     953,    9892
1342298679361,   129230,      209,    1461,   14111
1342298679608,   158923,      209,    1262,   17698
1342298679809,   190449,      209,    1194,   20914
1342298680028,   223895,      209,     789,   23910
1342298680228,   260627,      209,     615,   27919
1342298680428,   284558,      209,       0,   29190
