time         ,iter.    ,bestScore,live    ,dead
1342298857734,        0,        0,       1,      -1
1342298857961,    49305,       20,    7534,    4488
1342298858161,   114318,       20,   16770,    8774
1342298858404,   161443,       20,   23125,   12335
1342298858604,   226281,       20,   31701,   15875
1342298858872,   275105,       20,   37939,   18274
1342298859073,   342652,       20,   46469,   21224
1342298859343,   389223,       20,   52213,   22733
1342298859543,   457472,       20,   60891,   24800
1342298859789,   503801,       20,   66664,   26426
1342298859989,   567891,       20,   74766,   28902
1342298860292,   617827,       20,   81186,   31288
1342298860492,   684362,       20,   88959,   33739
1342298860773,   732088,       20,   94835,   34379
1342298860974,   799916,       20,  103181,   35818
1342298861254,   847280,       20,  108879,   36674
1342298861454,   915663,       20,  116780,   37969
1342298862620,   962154,       20,  122056,   38772
1342298862820,  1000000,       20,  126319,   39752
