time         ,iter.    ,bestScore,live    ,dead
1342298647225,        0,        0,       1,      -1
1342298647425,    32491,       65,    4042,    2834
1342298647625,    76911,       65,    8605,    5516
1342298647825,   132393,       65,   14335,    7522
1342298648025,   171233,       65,   18115,    8539
1342298648246,   236987,       65,   24639,    8926
1342298648446,   259293,       65,   26680,    9376
1342298648646,   291279,       65,   29623,    9092
1342298648846,   347888,       65,   35252,    9046
1342298649046,   384835,       65,   38798,    8761
1342298649246,   443902,       65,   44202,    7649
1342298649446,   469136,       65,   46500,    7057
1342298649646,   522579,       65,   51609,    5463
1342298650294,   561659,       65,   55128,    4373
1342298650494,   614723,       65,   60140,    2647
1342298650694,   667383,       65,   65107,    1198
1342298650894,   730612,       65,   71142,   -1395
1342298651102,   774713,       65,   75104,   -3242
1342298651302,   833715,       65,   80819,   -5510
1342298651502,   853647,       65,   82712,   -6182
1342298651702,   882949,       65,   85331,   -7139
1342298651902,   945432,       65,   91052,   -9224
1342298652114,   990829,       65,   95025,  -11272
1342298652314,  1049940,       65,  100338,  -14296
1342298652581,  1096909,       65,  104736,  -16751
1342298652781,  1156390,       65,  110217,  -19265
1342298652990,  1203203,       65,  114312,  -21300
1342298653190,  1267420,       65,  119921,  -23734
1342298653621,  1311108,       65,  123711,  -25088
1342298653821,  1376225,       65,  129665,  -26966
1342298654043,  1420900,       65,  133545,  -28665
1342298654244,  1487481,       65,  139625,  -32522
1342298654493,  1528764,       65,  143379,  -34231
1342298654693,  1593996,       65,  149314,  -38496
1342298654909,  1638423,       65,  153255,  -40518
1342298655113,  1701812,       65,  158924,  -43841
1342298655324,  1747876,       65,  163298,  -46562
1342298655525,  1782627,       65,  166460,  -48526
1342298655725,  1837202,       65,  171151,  -51506
1342298655925,  1879287,       65,  174776,  -53928
1342298656125,  1939060,       65,  180626,  -57529
1342298656325,  1971584,       65,  183645,  -59281
1342298656525,  2024118,       65,  188468,  -62772
1342298657751,  2087202,       65,  193636,  -66161
