time         ,iter.    ,bestScore,live    ,dead
1342345661266,        0,        0,       0,       0
1342345661466,    30074,       89,    5178,   -1128
1342345661678,    69406,       89,   10645,   -1416
1342345661879,   118876,       89,   17754,   -1364
1342345662079,   157543,       89,   22750,    -236
1342345662289,   196075,       89,   26473,    1010
1342345662490,   245272,       89,   32460,     595
1342345662690,   279909,       89,   36655,      45
1342345662950,   329408,       89,   42421,    -138
1342345663150,   381103,       89,   47521,     153
1342345663350,   413274,       89,   50355,     767
1342345663550,   465857,       89,   54513,    2229
1342345663750,   501227,       89,   57126,    2759
1342345664005,   547498,       89,   62501,     995
1342345664205,   598047,       89,   68267,    -361
1342345664405,   624903,       89,   70802,    -228
1342345664605,   676495,       89,   74732,     114
1342345664805,   709783,       89,   77514,     825
1342345665005,   759698,       89,   82924,    -585
1342345665205,   790231,       89,   86689,   -2641
1342345665405,   841164,       89,   91227,   -3018
1342345665605,   869921,       89,   94845,   -4279
1342345665805,   920750,       89,   99299,   -5088
1342345666005,   951262,       89,  101864,   -4712
1342345666205,  1001543,       89,  105419,   -5058
1342345666420,  1029746,       89,  107895,   -5901
1342345666620,  1083598,       89,  111100,   -4144
1342345666832,  1117054,       89,  114606,   -5643
1342345667032,  1167564,       89,  120222,   -8085
1342345667265,  1202738,       89,  123406,   -8569
1342345667465,  1252245,       89,  129226,  -11886
1342345667710,  1288689,       89,  133742,  -14068
1342345667910,  1339044,       89,  138693,  -16734
1342345668146,  1379919,       89,  142454,  -18788
1342345668346,  1432004,       89,  146520,  -20408
1342345668586,  1474255,       89,  149928,  -21216
1342345668786,  1525812,       89,  153906,  -21711
1342345669992,  1569373,       89,  156674,  -22301
1342345670192,  1621361,       89,  161413,  -24822
1342345670410,  1663431,       89,  165993,  -27869
1342345670612,  1715488,       89,  170453,  -30167
1342345670857,  1757912,       89,  174158,  -31940
1342345671057,  1810014,       89,  177823,  -32830
1342345671301,  1852043,       89,  182767,  -36040
1342345671501,  1902379,       89,  187667,  -39016
1342345671764,  1949237,       89,  191674,  -41430
1342345671964,  2000638,       89,  196394,  -44263
1342345672221,  2045485,       89,  200538,  -46183
1342345672421,  2095222,       89,  205977,  -49822
1342345672681,  2140961,       89,  210671,  -53147
1342345672881,  2191792,       89,  214905,  -55149
1342345673147,  2239670,       89,  217552,  -55418
1342345673347,  2294154,       89,  221087,  -56477
1342345673623,  2339246,       89,  223888,  -56506
1342345673824,  2389299,       89,  229208,  -60475
1342345674092,  2434570,       89,  234081,  -63589
1342345674293,  2484548,       89,  239464,  -66885
1342345674563,  2531995,       89,  243494,  -69471
1342345674763,  2582955,       89,  248172,  -71518
1342345675031,  2630210,       89,  253092,  -75174
1342345675231,  2680491,       89,  257576,  -77348
1342345675505,  2727532,       89,  262251,  -80546
1342345675705,  2777615,       89,  267474,  -84395
1342345675992,  2827496,       89,  271426,  -87070
1342345676192,  2881728,       89,  275544,  -89342
1342345676392,  2900086,       89,  277680,  -91164
