time         ,iter.    ,bestScore,live    ,dead
1342298727192,        0,        0,       1,      -1
1342298727392,    53745,       60,    1536,   11590
1342298727592,    88605,       60,    2194,   17767
1342298727793,   138647,       60,    2302,   28012
1342298727993,   172002,       60,    2321,   33816
1342298728193,   224095,       60,    2261,   43411
1342298728417,   250837,       60,    2042,   47163
1342298728617,   303398,       60,    1996,   54369
1342298728817,   337453,       60,    2146,   60393
1342298729017,   386885,       60,    2131,   67953
1342298729217,   418210,       60,    2019,   73600
1342298729417,   466805,       60,    1901,   81335
1342298729617,   496973,       60,    1551,   84806
1342298729818,   544129,       60,    1002,   91049
1342298730018,   558312,       60,       0,   93221
