time         ,iter.    ,bestScore,live    ,dead
1342299025481,        0,        0,       1,      -1
1342299025681,    54637,      135,     846,   12350
1342299025881,    88371,      135,     906,   19154
1342299026082,   135764,      135,    1036,   29331
1342299026282,   166032,      135,    1003,   34200
1342299026482,   218656,      135,     974,   39619
1342299026682,   255773,      135,     932,   43711
1342299026882,   305000,      135,     898,   50058
1342299027082,   336782,      135,    1012,   55119
1342299027282,   387826,      135,    1033,   62549
1342299027482,   419182,      135,     970,   68388
1342299027682,   470664,      135,     948,   75157
1342299027885,   502143,      135,     968,   79970
1342299028085,   552899,      135,    1002,   84909
1342299028286,   583218,      135,    1113,   88122
1342299028486,   632398,      135,    1117,   91480
1342299028686,   667403,      135,    1055,   95144
1342299028886,   714356,      135,    1126,  100209
1342299029086,   739258,      135,    1098,  103556
1342299029286,   794780,      135,     977,  108932
1342299029986,   804534,      135,     954,  109699
1342299030186,   856861,      135,     912,  115683
1342299030386,   900433,      135,     910,  119497
1342299030587,   925346,      135,     913,  122008
