time         ,iter.    ,bestScore,live    ,dead
1342298777373,        0,        0,       0,       0
1342298777573,    48846,       21,    4263,     703
1342298777773,   139535,       21,   10850,   -1631
1342298777977,   196073,       21,   15042,   -3780
1342298778177,   283555,       21,   21890,   -8463
1342298778382,   345833,       21,   26418,  -11442
1342298778582,   430752,       21,   33020,  -16246
1342298779069,   495567,       21,   38026,  -20099
1342298779269,   582802,       21,   45023,  -25635
1342298779469,   654366,       21,   50475,  -30240
1342298779669,   739103,       21,   56206,  -34845
1342298779869,   797115,       21,   60014,  -38062
1342298780069,   883391,       21,   65952,  -43280
1342298780277,   944900,       21,   70254,  -46984
1342298780477,  1031479,       21,   77403,  -53097
1342298780705,  1093906,       21,   81569,  -56453
1342298780905,  1182764,       21,   87940,  -62314
1342298781115,  1244255,       21,   92505,  -66574
1342298781315,  1310114,       21,   97373,  -70861
1342298781515,  1390157,       21,  103513,  -76708
1342298781715,  1452368,       21,  108394,  -81190
1342298781915,  1537119,       21,  114159,  -86299
1342298782124,  1599197,       21,  118167,  -89829
1342298782324,  1686073,       21,  123767,  -94746
1342298782524,  1696677,       21,  124583,  -95509
