time         ,iter.    ,bestScore,live    ,dead
1342298588896,        0,        0,       0,       0
1342298589096,     2685,      288,     269,     560
1342298589296,     7346,      288,     513,    1585
1342298589496,    14494,      288,     535,    3587
1342298589697,    23944,      288,     731,    5985
1342298589916,    46268,      288,    1054,   11125
1342298590119,    73892,      288,    1098,   17952
1342298590319,   106697,      288,    1596,   25036
1342298590551,   134770,      288,    1519,   31978
1342298590752,   142741,      288,    1414,   33970
1342298590953,   168361,      288,    1323,   39731
1342298591253,   186915,      288,    1240,   43450
1342298591453,   210754,      288,    1183,   47970
1342298591653,   220884,      288,    1182,   49315
1342298591853,   240000,      288,    1222,   52036
1342298592078,   250669,      288,    1443,   53565
1342298592292,   275920,      288,    1167,   58177
1342298592497,   303870,      288,    1161,   61609
1342298592704,   316292,      288,    1272,   63865
1342298592909,   349221,      288,    1303,   69651
1342298593109,   368853,      288,    1364,   72615
1342298593309,   382366,      288,    1426,   74579
1342298593523,   413022,      288,    1427,   79711
1342298593723,   436143,      288,    1346,   82808
1342298593923,   475403,      288,    1262,   86986
1342298594632,   498782,      288,    1139,   90317
1342298594832,   533631,      288,    1125,   94030
1342298595042,   555856,      288,    1002,   97303
1342298595254,   571966,      288,     989,   99316
1342298595454,   598573,      288,     609,  100781
1342298595814,   615768,      288,       0,  101911
