time         ,iter.    ,bestScore,live    ,dead
1342299205983,        0,        0,       1,      -1
1342299206183,    53490,      282,    1272,    6251
1342299206383,    93860,      282,    1598,    9589
1342299206586,   141726,      282,    2063,   12818
1342299206786,   180250,      282,    2159,   15627
1342299207021,   228701,      282,    2127,   18199
1342299207222,   276620,      282,    2135,   21210
1342299207422,   318022,      282,    2786,   22901
1342299207622,   364500,      282,    3082,   23674
1342299207822,   404844,      282,    3308,   26596
1342299208022,   452491,      282,    3277,   31386
1342299208237,   492259,      282,    3361,   34857
1342299208439,   530752,      282,    3412,   37561
1342299208639,   566670,      282,    3486,   39112
1342299208841,   614917,      282,    3552,   42387
1342299209042,   651552,      282,    3577,   45648
1342299209242,   698772,      282,    3578,   48218
1342299209442,   731993,      282,    3630,   51147
1342299209642,   776972,      282,    3564,   55522
1342299209844,   812724,      282,    3575,   59454
1342299210044,   859535,      282,    3571,   63788
1342299210256,   896435,      282,    3647,   66732
1342299210460,   944988,      282,    3617,   67287
1342299210660,   985291,      282,    3597,   68319
1342299210861,  1034124,      282,    3581,   69336
1342299211061,  1063935,      282,    3583,   71406
