time         ,iter.    ,bestScore,live    ,dead
1342298933968,        0,        0,       1,      -1
1342298934168,    66247,      279,    1990,    7981
1342298934370,   102354,      279,    2494,   12382
1342298934570,   155146,      279,    2730,   17695
1342298934770,   194367,      279,    3122,   21591
1342298934970,   250505,      279,    3511,   26930
1342298935170,   290152,      279,    3615,   29964
1342298935370,   342789,      279,    3673,   34223
1342298935570,   384561,      279,    3711,   37528
1342298935787,   430409,      279,    3937,   42487
1342298935987,   482254,      279,    3977,   47514
1342298936188,   519374,      279,    3941,   50324
1342298936388,   573586,      279,    3900,   55714
1342298936588,   607231,      279,    3814,   60454
1342298936789,   659830,      279,    3763,   65596
1342298936989,   698992,      279,    3532,   67971
1342298937199,   745275,      279,    3550,   72456
1342298937400,   780712,      279,    3546,   75800
1342298937649,   828080,      279,    3540,   80273
1342298937850,   876188,      279,    3542,   85781
1342298938050,   907522,      279,    4033,   89493
1342298938251,   950727,      279,    4097,   95599
1342298938451,   975036,      279,    3963,   99121
1342298938651,  1018823,      279,    3940,  105547
1342298938851,  1051328,      279,    4042,  110000
1342298939051,  1075886,      279,    3907,  113758
