time         ,iter.    ,bestScore,live    ,dead
1342299136604,        0,        0,       1,      -1
1342299136805,    84816,       20,    8859,    2892
1342299137005,   132169,       20,   12428,    3857
1342299137205,   213260,       20,   18012,    5079
1342299137405,   261540,       20,   21323,    5559
1342299137605,   333453,       20,   26162,    4991
1342299137805,   384040,       20,   29272,    4732
1342299138005,   467466,       20,   33830,    5555
1342299138212,   514822,       20,   36107,    5830
1342299138412,   595759,       20,   40579,    4973
1342299138613,   646233,       20,   43463,    4509
1342299138813,   727247,       20,   47209,    4379
1342299139013,   780270,       20,   49432,    4297
1342299139213,   863104,       20,   52759,    3738
1342299139413,   920207,       20,   55177,    3696
1342299139613,  1002729,       20,   58784,    3233
1342299139813,  1055730,       20,   61093,    2799
1342299140013,  1138067,       20,   63893,    2538
1342299140213,  1191268,       20,   66002,    2075
1342299140413,  1268707,       20,   69076,    1383
1342299140613,  1321298,       20,   70957,    1104
1342299140813,  1406362,       20,   74163,    -246
1342299141013,  1457161,       20,   76302,   -1115
1342299141214,  1541975,       20,   79687,   -2209
1342299141414,  1592535,       20,   81684,   -2682
1342299141614,  1671931,       20,   84663,   -3730
