time         ,iter.    ,bestScore,live    ,dead
1342299213152,     3010,       44,     391,     150
1342299213719,    61461,       44,    7166,    1364
1342299213919,   138731,       44,   15839,    2898
1342299214121,   191715,       44,   20845,    4196
1342299214321,   266576,       44,   28640,    5013
1342299214521,   311796,       44,   32760,    5543
1342299214786,   385474,       44,   39325,    5997
1342299214986,   458201,       44,   45423,    7106
1342299215186,   504988,       44,   49498,    7603
1342299215386,   578324,       44,   55568,    7854
1342299215586,   623408,       44,   59463,    8141
1342299215790,   700554,       44,   64596,    9524
1342299215990,   741616,       44,   67577,    9815
1342299216260,   817892,       44,   72518,   10638
1342299216460,   888760,       44,   77596,   11234
1342299216664,   937963,       44,   81165,   11618
1342299216864,  1011073,       44,   85385,   12672
1342299217064,  1041384,       44,   87073,   13035
1342299217264,  1115379,       44,   91910,   14290
1342299217473,  1159121,       44,   95096,   13927
1342299217674,  1231194,       44,  100230,   13123
1342299217874,  1276360,       44,  103071,   12775
1342299218074,  1345447,       44,  107803,   13323
1342299218274,  1371416,       44,  108162,   14439
