time         ,iter.    ,bestScore,live    ,dead
1342299114694,        0,        0,       1,      -1
1342299114894,    56417,      268,    7299,    3621
1342299115153,    76242,      268,    7601,    6296
1342299115353,   132757,      268,    8431,   13955
1342299115553,   166337,      271,    8684,   18607
1342299115760,   232036,      272,    9159,   25888
1342299115960,   264159,      272,    9259,   29436
1342299116160,   318709,      272,    9620,   34179
1342299116361,   356853,      272,    9611,   38468
1342299116562,   408362,      272,    9817,   43293
1342299117227,   415193,      272,    9815,   43609
1342299117427,   471515,      272,   10121,   49115
1342299117627,   510552,      272,   10263,   52771
1342299117827,   565313,      272,   10692,   58421
1342299118027,   605000,      273,   11082,   62026
1342299118227,   661108,      273,   11273,   65619
1342299118427,   695000,      273,   11407,   68787
1342299118634,   740315,      273,   11404,   73178
1342299118834,   778144,      273,   11397,   77175
1342299119076,   833491,      273,   11399,   82133
1342299119276,   893383,      273,   11395,   86015
1342299119476,   923796,      273,   11390,   88042
1342299119676,   984992,      273,   11385,   92933
1342299119876,   990601,      273,   11394,   93149
