time         ,iter.    ,bestScore,live    ,dead
1342298911354,        0,        0,       1,      -1
1342298911606,    58211,       43,    7811,    5953
1342298911806,   134642,       43,   16333,   11921
1342298912047,   189883,       43,   22463,   15708
1342298912248,   265076,       43,   30356,   21021
1342298912511,   316714,       43,   35501,   23994
1342298912711,   394167,       43,   42473,   28631
1342298912949,   444048,       43,   47352,   31230
1342298913149,   519138,       43,   53813,   35312
1342298913393,   568526,       43,   58686,   38130
1342298913593,   639989,       43,   65341,   41335
1342298913854,   691717,       43,   69990,   43350
1342298914054,   767458,       43,   76540,   46849
1342298914290,   812732,       43,   81177,   48959
1342298914490,   888847,       43,   87629,   52010
1342298914742,   935909,       43,   91453,   53776
1342298914943,  1010289,       43,   97464,   56940
1342298915201,  1059715,       43,  101539,   58655
1342298915401,  1132461,       43,  106959,   60622
1342298915659,  1184095,       43,  110875,   62431
1342298915859,  1259732,       43,  117176,   63712
1342298916103,  1310918,       43,  121053,   65572
1342298916303,  1385000,       43,  127509,   67497
1342298916503,  1398598,       43,  128642,   67967
